,year,solicitation,solicitation_date_gen,employees,Special.x,Open.x,Pitch.x,prev_award,phase,select,Current.Financing.Status,cost
1536,2018,18.2,7/15/2018,150,0,0,0,1,I,1,NA,149960
1537,2018,18.2,7/15/2018,130,0,0,0,1,I,1,NA,149998
1538,2018,18.2,7/15/2018,163,0,0,0,1,I,1,Corporate Backed or Acquired,150000
1539,2018,18.2,7/15/2018,20,0,0,0,1,I,1,Venture Capital-Backed,149645
1540,2018,18.2,7/15/2018,73,0,0,0,1,I,1,NA,149992
1541,2018,18.2,7/15/2018,150,0,0,0,1,I,1,NA,149972
1542,2018,18.2,7/15/2018,110,0,0,0,1,I,1,NA,150000
1543,2018,18.2,7/15/2018,32,0,0,0,1,I,1,NA,149903
1544,2018,18.2,7/15/2018,10,0,0,0,1,I,1,Venture Capital-Backed,149977
1545,2018,18.2,7/15/2018,20,0,0,0,0,I,1,Corporate Backed or Acquired,149959
1546,2018,18.2,7/15/2018,163,0,0,0,1,I,1,Corporate Backed or Acquired,150000
1547,2018,18.2,7/15/2018,2,0,0,0,1,I,1,NA,149965
1548,2018,18.2,7/15/2018,86,0,0,0,0,I,0,NA,149779
1549,2018,18.2,7/15/2018,14,0,0,0,1,I,1,NA,149977
1550,2018,18.2,7/15/2018,32,0,0,0,1,I,1,NA,149903
1551,2018,18.2,7/15/2018,54,0,0,0,1,I,1,NA,149935
1552,2018,18.2,7/15/2018,3,0,0,0,0,I,0,Angel-Backed,149985
1553,2018,18.2,7/15/2018,73,0,0,0,1,I,1,NA,149924
1554,2018,18.2,7/15/2018,19,0,0,0,1,I,1,NA,150000
1555,2018,18.2,7/15/2018,10,0,0,0,1,I,1,NA,149930
1556,2018,18.2,7/15/2018,20,0,0,0,1,I,0,NA,149977
1557,2018,18.2,7/15/2018,6,0,0,0,1,I,1,NA,148116
1558,2018,18.2,7/15/2018,204,0,0,0,1,I,1,Corporate Backed or Acquired,149947
1559,2018,18.2,7/15/2018,10,0,0,0,1,I,1,Formerly Angel backed,149967
1560,2018,18.2,7/15/2018,5,0,0,0,0,I,0,NA,149760
1561,2018,18.2,7/15/2018,28,0,0,0,1,I,1,NA,149947
1562,2018,18.2,7/15/2018,68,0,0,0,1,I,1,NA,149985
1563,2018,18.2,7/15/2018,2,0,0,0,1,I,1,NA,149999
1564,2018,18.2,7/15/2018,61,0,0,0,1,I,1,NA,149989
1565,2018,18.2,7/15/2018,95,0,0,0,1,I,1,NA,150000
1566,2018,18.2,7/15/2018,19,0,0,0,1,I,1,NA,150000
1567,2018,18.2,7/15/2018,40,0,0,0,1,I,1,NA,149925
1568,2018,18.2,7/15/2018,38,0,0,0,1,I,0,NA,148486
1569,2018,18.2,7/15/2018,10,0,0,0,1,I,1,Formerly Angel backed,149948
1570,2018,18.2,7/15/2018,29,0,0,0,1,I,1,Formerly VC-backed,149604
1571,2018,18.2,7/15/2018,204,0,0,0,1,I,1,Corporate Backed or Acquired,149947
1572,2018,18.2,7/15/2018,6,0,0,0,0,I,0,Accelerator/Incubator Backed,149548
1573,2018,18.2,7/15/2018,5,0,0,0,1,I,1,NA,147639
1574,2018,18.2,7/15/2018,2,0,0,0,0,I,0,NA,148910
1575,2018,18.2,7/15/2018,24,0,0,0,1,I,1,NA,149936
1576,2018,18.2,7/15/2018,50,0,0,0,1,I,1,NA,149899
1577,2018,18.2,7/15/2018,68,0,0,0,1,I,1,NA,149927
1578,2018,18.2,7/15/2018,2,0,0,0,0,I,0,NA,149753
1579,2018,18.2,7/15/2018,204,0,0,0,1,I,1,Corporate Backed or Acquired,150000
1580,2018,18.2,7/15/2018,1,0,0,0,0,I,1,Accelerator/Incubator Backed,149394
1581,2018,18.2,7/15/2018,6,0,0,0,1,I,1,NA,146682
1582,2018,18.2,7/15/2018,18,0,0,0,1,I,1,NA,149996
1583,2018,18.2,7/15/2018,3,0,0,0,0,I,0,NA,149976
1584,2018,18.2,7/15/2018,80,0,0,0,1,I,1,NA,149965
1585,2018,18.2,7/15/2018,13,0,0,0,1,I,1,NA,150000
1586,2018,18.2,7/15/2018,18,0,0,0,1,I,1,NA,148566
1587,2018,18.2,7/15/2018,127,0,0,0,1,I,1,Corporate Backed or Acquired,149998
1588,2018,18.2,7/15/2018,1,0,0,0,1,I,1,NA,150000
1589,2018,18.2,7/15/2018,4,0,0,0,0,I,0,NA,149746
1590,2018,18.2,7/15/2018,5,0,0,0,1,I,1,NA,149999
1591,2018,18.2,7/15/2018,1,0,0,0,0,I,0,NA,149987
1592,2018,18.2,7/15/2018,1,0,0,0,1,I,1,NA,150000
1593,2018,18.2,7/15/2018,125,0,0,0,1,I,1,NA,149956
1594,2018,18.2,7/15/2018,26,0,0,0,1,I,1,NA,149957
1595,2018,18.2,7/15/2018,1,0,0,0,0,I,0,NA,149999
1596,2018,18.2,7/15/2018,7,0,0,0,1,I,1,NA,149998
1597,2018,18.2,7/15/2018,12,0,0,0,1,I,1,NA,150000
1598,2018,18.2,7/15/2018,20,0,0,0,1,I,1,NA,149965
1599,2018,18.2,7/15/2018,54,0,0,0,1,I,1,Corporate Backed or Acquired,149563
1600,2018,18.2,7/15/2018,163,0,0,0,1,I,1,Corporate Backed or Acquired,150000
1601,2018,18.2,7/15/2018,64,0,0,0,1,I,1,NA,149995
1602,2018,18.2,7/15/2018,280,0,0,0,0,I,0,NA,145427
1603,2018,18.2,7/15/2018,8,0,0,0,1,I,1,NA,149872
1604,2018,18.2,7/15/2018,3,0,0,0,0,I,0,NA,149582
1605,2018,18.2,7/15/2018,4,0,0,0,1,I,1,NA,149991
1606,2018,18.2,7/15/2018,150,0,0,0,1,I,1,NA,149960
1607,2018,18.2,7/15/2018,1,0,0,0,0,I,0,NA,149895
1608,2018,18.2,7/15/2018,165,0,0,0,1,I,1,NA,149999
1609,2018,18.2,7/15/2018,10,0,0,0,1,I,1,NA,149998
1610,2018,18.2,7/15/2018,26,0,0,0,1,I,1,NA,149956
1611,2018,18.2,7/15/2018,12,0,0,0,0,I,0,NA,149656
1612,2018,18.2,7/15/2018,26,0,0,0,1,I,1,NA,149916
1613,2018,18.2,7/15/2018,1,0,0,0,0,I,0,NA,149956
1614,2018,18.2,7/15/2018,90,0,0,0,1,I,1,NA,145586
1615,2018,18.2,7/15/2018,17,0,0,0,1,I,1,NA,149934
1616,2018,18.2,7/15/2018,5,0,0,0,1,I,0,NA,149942
1617,2018,18.2,7/15/2018,8,0,0,0,1,I,1,NA,149909
1618,2018,18.2,7/15/2018,30,0,0,0,1,I,1,NA,149956
1619,2018,18.2,7/15/2018,25,0,0,0,1,I,1,NA,149995
1620,2018,18.2,7/15/2018,30,0,0,0,1,I,1,NA,149646
1621,2018,18.2,7/15/2018,175,0,0,0,1,I,1,Corporate Backed or Acquired,149999
1622,2018,18.2,7/15/2018,18,0,0,0,1,I,1,Venture Capital-Backed,150000
1623,2018,18.2,7/15/2018,18,0,0,0,1,I,1,Venture Capital-Backed,150000
1624,2018,18.2,7/15/2018,5,0,0,0,1,I,1,Formerly VC-backed,149668
1625,2018,18.2,7/15/2018,6,0,0,0,0,I,0,NA,148093
1626,2018,18.2,7/15/2018,372,0,0,0,1,I,1,NA,149995
1627,2018,18.2,7/15/2018,62,0,0,0,1,I,1,NA,150000
1628,2018,18.2,7/15/2018,45,0,0,0,1,I,1,NA,149932
1629,2018,18.2,7/15/2018,9,0,0,0,0,I,1,NA,149991
1630,2018,18.2,7/15/2018,8,0,0,0,1,I,1,NA,149997
1631,2018,18.2,7/15/2018,26,0,0,0,1,I,1,NA,149996
1632,2018,18.2,7/15/2018,21,0,0,0,1,I,1,NA,149917
1633,2018,18.2,7/15/2018,6,0,0,0,1,I,1,NA,149812
1634,2018,18.2,7/15/2018,22,0,0,0,0,I,0,NA,112039
1635,2018,18.2,7/15/2018,4,0,0,0,0,I,0,NA,149733
1636,2018,18.2,7/15/2018,10,0,0,0,1,I,1,NA,149843
1637,2018,18.2,7/15/2018,3,0,0,0,0,I,1,NA,148959
1638,2018,18.2,7/15/2018,6,0,0,0,1,I,1,NA,148379
1639,2018,18.2,7/15/2018,165,0,0,0,1,I,1,Corporate Backed or Acquired,150000
1640,2018,18.2,7/15/2018,29,0,0,0,1,I,1,Formerly VC-backed,149699
1641,2018,18.2,7/15/2018,65,0,0,0,1,I,1,NA,144937
1642,2018,18.2,7/15/2018,125,0,0,0,1,I,1,NA,149986
1643,2018,18.2,7/15/2018,66,0,0,0,1,I,1,NA,149988
1644,2018,18.2,7/15/2018,23,0,0,0,1,I,1,NA,149949
1645,2018,18.2,7/15/2018,21,0,0,0,0,I,1,NA,149998
1646,2018,18.2,7/15/2018,196,0,0,0,1,I,1,NA,149979
1647,2018,18.2,7/15/2018,17,0,0,0,0,I,0,NA,149924
1648,2018,18.2,7/15/2018,13,0,0,0,0,I,0,NA,148947
1649,2018,18.2,7/15/2018,34,0,0,0,1,I,1,NA,149221
1650,2018,18.2,7/15/2018,90,0,0,0,1,I,1,NA,148398
1651,2018,18.2,7/15/2018,90,0,0,0,1,I,1,NA,149616
1652,2018,18.2,7/15/2018,20,0,0,0,1,I,1,NA,149945
1653,2018,18.2,7/15/2018,31,0,0,0,1,I,1,NA,49978
1654,2018,18.2,7/15/2018,7,0,0,0,1,I,1,NA,149599
1655,2018,18.2,7/15/2018,19,0,0,0,1,I,1,NA,149918
1656,2018,18.2,7/15/2018,16,0,0,0,1,I,1,NA,149967
1657,2018,18.2,7/15/2018,28,0,0,0,1,I,1,NA,149619
1658,2018,18.2,7/15/2018,18,0,0,0,0,I,0,NA,149941
1659,2018,18.2,7/15/2018,54,0,0,0,1,I,1,Formerly PE-Backed,149941
1660,2018,18.2,7/15/2018,372,0,0,0,1,I,1,NA,149992
1661,2018,18.2,7/15/2018,20,0,0,0,1,I,1,NA,149980
1662,2018,18.2,7/15/2018,16,0,0,0,1,I,1,NA,150000
1663,2018,18.2,7/15/2018,15,0,0,0,1,I,1,NA,149875
1664,2018,18.2,7/15/2018,75,0,0,0,1,I,1,NA,149991
1665,2018,18.2,7/15/2018,9,0,0,0,0,I,1,NA,148723
1666,2018,18.2,7/15/2018,7,0,0,0,1,I,1,NA,149996
1667,2018,18.2,7/15/2018,2,0,0,0,1,I,1,NA,150000
1668,2018,18.2,7/15/2018,20,0,0,0,1,I,1,NA,149999
1669,2018,18.2,7/15/2018,19,0,0,0,0,I,1,NA,149770
1670,2018,18.2,7/15/2018,21,0,0,0,1,I,1,NA,149938
1671,2018,18.2,7/15/2018,2,0,0,0,0,I,1,NA,149129
1672,2018,18.2,7/15/2018,204,0,0,0,1,I,1,Corporate Backed or Acquired,150000
1673,2018,18.2,7/15/2018,160,0,0,0,1,I,1,NA,149996
1674,2018,18.2,7/15/2018,121,0,0,0,0,I,0,NA,150000
1675,2018,18.2,7/15/2018,1,0,0,0,1,I,1,NA,149262
1676,2018,18.2,7/15/2018,5,0,0,0,1,I,1,NA,149421
1677,2018,18.2,7/15/2018,229,0,0,0,1,I,1,NA,150000
1678,2018,18.2,7/15/2018,37,0,0,0,0,I,0,NA,149357
1679,2018,18.2,7/15/2018,20,0,0,0,0,I,0,NA,85019
1680,2018,18.2,7/15/2018,160,0,0,0,1,I,1,NA,149973
1681,2018,18.2,7/15/2018,35,0,0,0,1,I,1,NA,149470
1682,2018,18.2,7/15/2018,54,0,0,0,1,I,1,Formerly PE-Backed,149932
1683,2018,18.2,7/15/2018,7,0,0,0,1,I,1,Accelerator/Incubator Backed,150000
1684,2018,18.2,7/15/2018,4,0,0,0,0,I,0,Venture Capital-Backed,149950
1685,2018,18.2,7/15/2018,5,0,0,0,1,I,1,Formerly Accelerator/Incubator backed,149771
1686,2018,18.2,7/15/2018,26,0,0,0,1,I,1,Corporate Backed or Acquired,149893
1687,2018,18.2,7/15/2018,30,0,0,0,0,I,1,Venture Capital-Backed,149909
1688,2018,18.2,7/15/2018,35,0,0,0,0,I,0,NA,149818
1689,2018,18.2,7/15/2018,48,0,0,0,0,I,0,NA,115411
1690,2018,18.2,7/15/2018,4,0,0,0,0,I,0,NA,149999
1691,2018,18.2,7/15/2018,9,0,0,0,1,I,1,NA,149991
1692,2018,18.2,7/15/2018,2,0,0,0,0,I,1,NA,150000
1693,2018,18.2,7/15/2018,10,0,0,0,1,I,1,NA,149972
1694,2018,18.2,7/15/2018,14,0,0,0,1,I,1,NA,149992
1695,2018,18.2,7/15/2018,36,0,0,0,1,I,1,NA,149616
1696,2018,18.2,7/15/2018,4,0,0,0,1,I,1,NA,142695
1697,2018,18.2,7/15/2018,22,0,0,0,0,I,0,NA,149533
1698,2018,18.2,7/15/2018,41,0,0,0,1,I,1,NA,149970
1699,2018,18.2,7/15/2018,20,0,0,0,1,I,1,NA,149616
1700,2018,18.2,7/15/2018,36,0,0,0,1,I,1,NA,150000
1701,2018,18.2,7/15/2018,1,0,0,0,0,I,0,NA,149367
1702,2018,18.2,7/15/2018,229,0,0,0,1,I,1,NA,149999
1703,2018,18.2,7/15/2018,41,0,0,0,1,I,1,NA,150000
1704,2018,18.2,7/15/2018,3,0,0,0,0,I,0,NA,149974
1705,2018,18.2,7/15/2018,42,0,0,0,1,I,1,NA,150000
1706,2018,18.2,7/15/2018,12,0,0,0,1,I,1,NA,149968
1707,2018,18.2,7/15/2018,6,0,0,0,0,I,0,NA,150000
1708,2018,18.2,7/15/2018,1,0,0,0,0,I,0,NA,150000
1709,2018,18.2,7/15/2018,2,0,0,0,0,I,0,NA,149666
1710,2018,18.2,7/15/2018,5,0,0,0,1,I,1,NA,149995
1711,2018,18.2,7/15/2018,75,0,0,0,1,I,1,NA,149999
1712,2018,18.2,7/15/2018,5,0,0,0,1,I,1,NA,149989
1713,2018,18.2,7/15/2018,54,0,0,0,1,I,1,Formerly PE-Backed,149884
1714,2018,18.2,7/15/2018,26,0,0,0,1,I,1,Corporate Backed or Acquired,149974
1715,2018,18.2,7/15/2018,5,0,0,0,1,I,1,Formerly Accelerator/Incubator backed,149658
1716,2018,18.2,7/15/2018,303,0,0,0,1,I,1,Venture Capital-Backed,149993
1717,2018,18.2,7/15/2018,7,0,0,0,1,I,1,Venture Capital-Backed,149496
1718,2018,18.2,7/15/2018,100,0,0,0,1,I,1,NA,150000
1719,2018,18.2,7/15/2018,1,0,0,0,1,I,1,NA,149991
1720,2018,18.2,7/15/2018,32,0,0,0,1,I,1,NA,149952
1721,2018,18.2,7/15/2018,1,0,0,0,0,I,0,NA,149486
1722,2018,18.2,7/15/2018,15,0,0,0,0,I,1,NA,149999
1723,2018,18.2,7/15/2018,15,0,0,0,1,I,1,NA,149798
1724,2018,18.2,7/15/2018,98,0,0,0,1,I,1,NA,150000
1725,2018,18.2,7/15/2018,35,0,0,0,1,I,1,NA,149997
1726,2018,18.2,7/15/2018,5,0,0,0,1,I,1,NA,150000
1727,2018,18.2,7/15/2018,3,0,0,0,1,I,1,NA,150000
1728,2018,18.2,7/15/2018,7,0,0,0,1,I,1,NA,149839
1729,2018,18.2,7/15/2018,1,0,0,0,0,I,0,NA,107199
1730,2018,18.2,7/15/2018,4,0,0,0,0,I,0,NA,150000
1731,2018,18.2,7/15/2018,12,0,0,0,1,I,1,NA,149854
1732,2018,18.2,7/15/2018,117,0,0,0,1,I,1,NA,149990
1733,2018,18.2,7/15/2018,90,0,0,0,1,I,1,NA,149916
1734,2018,18.2,7/15/2018,4,0,0,0,0,I,0,NA,150000
1735,2018,18.2,7/15/2018,32,0,0,0,1,I,1,NA,149996
1736,2018,18.2,7/15/2018,127,0,0,0,1,I,1,Corporate Backed or Acquired,149999
1737,2018,18.2,7/15/2018,160,0,0,0,1,I,1,NA,149962
1738,2018,18.2,7/15/2018,19,0,0,0,1,I,1,NA,149958
1739,2018,18.2,7/15/2018,125,0,0,0,1,I,1,NA,149960
1740,2018,18.2,7/15/2018,6,0,0,0,0,I,0,NA,149625
1741,2018,18.2,7/15/2018,41,0,0,0,1,I,1,NA,149980
1742,2018,18.2,7/15/2018,24,0,0,0,1,I,1,NA,149463
1743,2018,18.2,7/15/2018,2,0,0,0,1,I,1,NA,149954
1744,2018,18.2,7/15/2018,24,0,0,0,1,I,1,NA,149594
1745,2018,18.2,7/15/2018,30,0,0,0,1,I,1,NA,149990
1746,2018,18.2,7/15/2018,125,0,0,0,1,I,1,NA,149993
1747,2018,18.2,7/15/2018,105,0,0,0,1,I,1,NA,149940
1748,2018,18.2,7/15/2018,9,0,0,0,1,I,1,NA,149990
1749,2018,18.2,7/15/2018,7,0,0,0,1,I,1,NA,149995
1750,2018,18.2,7/15/2018,3,0,0,0,0,I,0,Accelerator/Incubator Backed,150000
1751,2018,18.2,7/15/2018,54,0,0,0,1,I,1,Formerly PE-Backed,149782
1752,2018,18.2,7/15/2018,16,0,0,0,0,I,0,Venture Capital-Backed,149998
1753,2018,18.2,7/15/2018,30,0,0,0,0,I,0,Venture Capital-Backed,150000
1754,2018,18.2,7/15/2018,11,0,0,0,1,I,1,NA,149956
1755,2018,18.2,7/15/2018,1,0,0,0,1,I,1,NA,149561
1756,2018,18.2,7/15/2018,16,0,0,0,1,I,1,NA,149999
1757,2018,18.2,7/15/2018,66,0,0,0,1,I,1,NA,149987
1758,2018,18.2,7/15/2018,1,0,0,0,0,I,0,NA,86406
1759,2018,18.2,7/15/2018,2,0,0,0,0,I,0,NA,149783
1760,2018,18.2,7/15/2018,229,0,0,0,1,I,1,NA,150000
1761,2018,18.2,7/15/2018,1,0,0,0,0,I,1,NA,149999
1762,2018,18.2,7/15/2018,160,0,0,0,0,I,1,NA,150000
1763,2018,18.2,7/15/2018,7,0,0,0,1,I,1,NA,149800
1764,2018,18.2,7/15/2018,41,0,0,0,1,I,1,NA,149999
1765,2018,18.2,7/15/2018,9,0,0,0,1,I,1,NA,149991
1766,2018,18.2,7/15/2018,372,0,0,0,1,I,1,NA,149991
1767,2018,18.2,7/15/2018,197,0,0,0,1,I,1,NA,149918
1768,2018,18.2,7/15/2018,70,0,0,0,1,I,1,NA,149989
1769,2018,18.2,7/15/2018,19,0,0,0,1,I,1,NA,150000
1770,2018,18.2,7/15/2018,40,0,0,0,0,I,0,NA,149881
1771,2018,18.2,7/15/2018,16,0,0,0,1,I,1,NA,149935
1772,2018,18.2,7/15/2018,26,0,0,0,1,I,1,NA,149964
1773,2018,18.2,7/15/2018,1,0,0,0,0,I,0,NA,149962
1774,2018,18.2,7/15/2018,30,0,0,0,1,I,1,NA,149168
1775,2018,18.2,7/15/2018,20,0,0,0,0,I,1,Corporate Backed or Acquired,149888
1776,2018,18.2,7/15/2018,372,0,0,0,1,I,1,NA,149981
1777,2018,18.2,7/15/2018,19,0,0,0,1,I,1,NA,150000
1778,2018,18.2,7/15/2018,2,0,0,0,1,I,1,NA,149684
1779,2018,18.2,7/15/2018,150,0,0,0,1,I,1,NA,149983
1780,2018,18.2,7/15/2018,16,0,0,0,0,I,0,NA,149722
1781,2018,18.2,7/15/2018,129,0,0,0,1,I,1,NA,149968
1782,2018,18.2,7/15/2018,2,0,0,0,1,I,1,NA,149986
1783,2018,18.2,7/15/2018,110,0,0,0,1,I,1,NA,150000
1784,2018,18.2,7/15/2018,4,0,0,0,0,I,0,NA,148751
1785,2018,18.2,7/15/2018,220,0,0,0,0,I,0,NA,149935
1786,2018,18.2,7/15/2018,14,0,0,0,1,I,1,NA,149972
1787,2018,18.2,7/15/2018,12,0,0,0,0,I,0,NA,149539
1788,2018,18.2,7/15/2018,6,0,0,0,1,I,1,NA,150000
1789,2018,18.2,7/15/2018,32,0,0,0,1,I,1,NA,149970
1790,2018,18.2,7/15/2018,15,0,0,0,1,I,1,NA,149951
1791,2018,18.2,7/15/2018,4,0,0,0,0,I,0,NA,149141
1792,2018,18.2,7/15/2018,23,0,0,0,1,I,1,Venture Capital-Backed,146974
1793,2018,18.2,7/15/2018,6,0,0,0,0,I,0,NA,150000
1794,2018,18.2,7/15/2018,372,0,0,0,1,I,1,NA,149996
1795,2018,18.2,7/15/2018,12,0,0,0,1,I,1,NA,149344
1796,2018,18.2,7/15/2018,3,0,0,0,0,I,0,NA,149986
1797,2018,18.2,7/15/2018,4,0,0,0,1,I,1,NA,149992
1798,2018,18.2,7/15/2018,9,0,0,0,1,I,1,NA,149999
1799,2018,18.2,7/15/2018,20,0,0,0,0,I,1,Corporate Backed or Acquired,149850
1800,2018,18.2,7/15/2018,83,0,0,0,1,I,1,Private Equity-Backed,150000
1801,2018,18.2,7/15/2018,163,0,0,0,1,I,1,Corporate Backed or Acquired,150000
1802,2018,18.2,7/15/2018,73,0,0,0,1,I,1,NA,149973
1803,2018,18.2,7/15/2018,14,0,0,0,1,I,1,NA,149921
1804,2018,18.2,7/15/2018,8,0,0,0,1,I,1,NA,149852
1805,2018,18.2,7/15/2018,5,0,0,0,1,I,1,NA,147965
1806,2018,18.2,7/15/2018,110,0,0,0,1,I,1,NA,150000
1807,2018,18.2,7/15/2018,80,0,0,0,1,I,1,NA,149999
1808,2018,18.2,7/15/2018,13,0,0,0,1,I,1,NA,149995
1809,2018,18.2,7/15/2018,32,0,0,0,1,I,1,NA,149900
1810,2018,18.2,7/15/2018,32,0,0,0,1,I,1,NA,149984
1811,2018,18.2,7/15/2018,4,0,0,0,0,I,0,NA,149141
1812,2018,18.2,7/15/2018,14,0,0,0,1,I,1,Angel-Backed,149649
1813,2018,18.2,7/15/2018,10,0,0,0,1,I,1,NA,149931
1814,2018,18.2,7/15/2018,3,0,0,0,1,I,1,NA,149820
1815,2018,18.2,7/15/2018,3,0,0,0,0,I,1,NA,149971
1816,2018,18.2,7/15/2018,9,0,0,0,1,I,1,NA,149996
1817,2018,18.2,7/15/2018,21,0,0,0,1,I,1,NA,149985
1818,2018,18.2,7/15/2018,10,0,0,0,1,I,1,NA,148958
1819,2018,18.2,7/15/2018,36,0,0,0,1,I,1,NA,149956
1820,2018,18.2,7/15/2018,372,0,0,0,1,I,1,NA,150000
1821,2018,18.2,7/15/2018,16,0,0,0,1,I,1,NA,149948
1822,2018,18.2,7/15/2018,14,0,0,0,1,I,1,NA,149996
1823,2018,18.2,7/15/2018,3,0,0,0,0,I,0,NA,149778
1824,2018,18.2,7/15/2018,100,0,0,0,1,I,1,NA,149994
1825,2018,18.2,7/15/2018,5,0,0,0,1,I,1,Angel-Backed,149940
1826,2018,18.2,7/15/2018,8,0,0,0,1,I,1,NA,149952
1827,2018,18.2,7/15/2018,62,0,0,0,1,I,1,NA,150000
1828,2018,18.2,7/15/2018,60,0,0,0,0,I,0,NA,149972
1829,2018,18.2,7/15/2018,21,0,0,0,1,I,1,NA,149998
1830,2018,18.2,7/15/2018,63,0,0,0,1,I,1,NA,149913
1831,2018,18.2,7/15/2018,7,0,0,0,0,I,0,NA,150000
1832,2018,18.2,7/15/2018,40,0,0,0,1,I,1,NA,149991
1833,2018,18.2,7/15/2018,7,0,0,0,1,I,1,NA,149991
1834,2018,18.2,7/15/2018,9,0,0,0,0,I,0,NA,149264
1835,2018,18.2,7/15/2018,124,0,0,0,1,I,1,NA,149920
1836,2018,18.2,7/15/2018,99,0,0,0,0,I,0,NA,149997
1837,2018,18.2,7/15/2018,2,0,0,0,0,I,1,NA,149730
1838,2018,18.2,7/15/2018,25,0,0,0,1,I,1,NA,149992
1839,2018,18.2,7/15/2018,5,0,0,0,0,I,0,NA,149626
1840,2018,18.2,7/15/2018,70,0,0,0,1,I,1,NA,149994
1841,2018,18.2,7/15/2018,9,0,0,0,1,I,1,NA,149997
1842,2018,18.2,7/15/2018,13,0,0,0,1,I,1,NA,149941
1843,2018,18.2,7/15/2018,4,0,0,0,1,I,1,NA,149562
1844,2018,18.2,7/15/2018,17,0,0,0,1,I,1,NA,149985
1845,2018,18.2,7/15/2018,92,0,0,0,1,I,1,NA,99993
1846,2018,18.2,7/15/2018,337,0,0,0,1,I,1,NA,149997
1847,2018,18.2,7/15/2018,196,0,0,0,1,I,1,NA,149811
1848,2018,18.2,7/15/2018,5,0,0,0,1,I,1,NA,149969
1849,2018,18.2,7/15/2018,14,0,0,0,1,I,1,NA,149999
1850,2018,18.2,7/15/2018,100,0,0,0,1,I,1,NA,149970
1851,2018,18.2,7/15/2018,82,0,0,0,1,I,1,Formerly VC-backed,149953
1852,2018,18.2,7/15/2018,1,0,0,0,0,I,0,NA,150000
1853,2018,18.2,7/15/2018,40,0,0,0,1,I,1,NA,149756
1854,2018,18.2,7/15/2018,26,0,0,0,1,I,1,NA,149988
1855,2018,18.2,7/15/2018,6,0,0,0,1,I,1,NA,147193
1856,2018,18.2,7/15/2018,21,0,0,0,1,I,1,NA,149960
1857,2018,18.2,7/15/2018,2,0,0,0,0,I,0,NA,149132
1858,2018,18.2,7/15/2018,11,0,0,0,1,I,1,NA,149900
1859,2018,18.2,7/15/2018,97,0,0,0,1,I,1,NA,148151
1860,2018,18.2,7/15/2018,6,0,0,0,1,I,1,NA,150000
1861,2018,18.2,7/15/2018,110,0,0,0,1,I,1,NA,150000
1862,2018,18.2,7/15/2018,4,0,0,0,1,I,1,NA,147851
1863,2018,18.2,7/15/2018,1,0,0,0,0,I,1,NA,149911
1864,2018,18.2,7/15/2018,163,0,0,0,1,I,1,Corporate Backed or Acquired,150000
1865,2018,18.2,7/15/2018,2,0,0,0,1,I,1,Corporate Backed or Acquired,148364
1866,2018,18.2,7/15/2018,15,0,0,0,1,I,1,NA,149893
1867,2018,18.2,7/15/2018,32,0,0,0,1,I,1,NA,149697
1868,2018,18.2,7/15/2018,2,0,0,0,1,I,1,NA,149958
1869,2018,18.2,7/15/2018,6,0,0,0,1,I,1,NA,149995
1870,2018,18.2,7/15/2018,40,0,0,0,1,I,1,NA,149957
1871,2018,18.2,7/15/2018,165,0,0,0,1,I,1,NA,150000
1872,2018,18.2,7/15/2018,2,0,0,0,1,I,1,Venture Capital-Backed,149797
1873,2018,18.2,7/15/2018,165,0,0,0,1,I,1,Corporate Backed or Acquired,150000
1874,2018,18.2,7/15/2018,32,0,0,0,1,I,1,NA,149941
1875,2018,18.2,7/15/2018,372,0,0,0,1,I,1,NA,149998
1876,2018,18.2,7/15/2018,6,0,0,0,1,I,1,NA,149997
1877,2018,18.2,7/15/2018,68,0,0,0,1,I,1,NA,149918
1878,2018,18.2,7/15/2018,165,0,0,0,1,I,1,NA,150000
1879,2018,18.2,7/15/2018,175,0,0,0,1,I,1,Corporate Backed or Acquired,149923
1880,2018,18.2,7/15/2018,163,0,0,0,1,I,1,Corporate Backed or Acquired,150000
1881,2018,18.2,7/15/2018,24,0,0,0,1,I,1,NA,149986
1882,2018,18.2,7/15/2018,21,0,0,0,1,I,1,NA,149600
1883,2018,18.2,7/15/2018,21,0,0,0,1,I,1,NA,149980
1884,2018,18.2,7/15/2018,38,0,0,0,0,I,1,NA,149914
1885,2018,18.2,7/15/2018,21,0,0,0,1,I,0,NA,149993
1886,2018,18.2,7/15/2018,9,0,0,0,1,I,1,NA,149989
1887,2018,18.2,7/15/2018,197,0,0,0,1,I,1,NA,149932
1888,2018,18.2,7/15/2018,26,0,0,0,1,I,1,NA,149998
1889,2018,18.2,7/15/2018,48,0,0,0,1,I,1,NA,150000
1890,2018,18.2,7/15/2018,35,0,0,0,1,I,1,NA,149997
1891,2018,18.2,7/15/2018,9,0,0,0,1,I,1,NA,149986
1892,2018,18.2,7/15/2018,124,0,0,0,1,I,1,NA,149975
1893,2018,18.2,7/15/2018,16,0,0,0,1,I,1,NA,149993
1894,2018,18.2,7/15/2018,42,0,0,0,1,I,1,NA,149999
1895,2018,18.2,7/15/2018,41,0,0,0,1,I,1,NA,150000
1896,2018,18.2,7/15/2018,3,0,0,0,0,I,0,NA,149780
1897,2018,18.2,7/15/2018,11,0,0,0,1,I,1,NA,149832
1898,2018,18.2,7/15/2018,1,0,0,0,0,I,0,NA,150000
